Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Score,Zone,Meeting_Name,Details,Day,Start,End,Type,SpecialInterest
"Salem United Methodist Church Community Center",211 West 129th Street,New York,NY,10027,"211 West 129th Street,Downstairs in the Gym,Adam Clayton Powell Blvd.,NY 10027",40.8119105,-73.9471217,100,08,"Salem","undefined",Wednesdays,7:30 PM,8:30 PM,C,undefined
"Convent Baptist Church Education Building",425 West 144th Street,New York,NY,10031,"425 West 144th Street,1st Floor,Betw. Convent Avenue & Hamilton Terrace,NY 10031",40.8238524,-73.9461167,100,08,"Sober Adult Men","undefined",Wednesdays,7:00 PM,8:00 PM,C,undefined
"St. Phillip's Church",204 West 134th Street,New York,NY,10030,"204 West 134th Street,Basement,Betw Adam C. Powell & Frederick Douglas Blvds,NY 10030",40.8147959,-73.9448542,100,08,"St. Nicholas","undefined",Sundays,4:00 PM,5:00 PM,O,undefined
"St. Phillip's Church",204 West 134th Street,New York,NY,10030,"204 West 134th Street,Basement,Betw Adam C. Powell & Frederick Douglas Blvds,NY 10030",40.8147959,-73.9448542,100,08,"St. Nicholas","undefined",Thursdays,7:00 PM,8:00 PM,B,undefined
"Harlem Hospital King Pavilion",506 Lenox Avenue,New York,NY,10037,"506 Lenox Avenue,Room #3101,3rd Floor,135 Street,NY 10037",40.8143457,-73.9403066,100,08,"Steps 3 And 11","undefined",Sundays,2:00 PM,3:00 PM,B,undefined
"Council Center for Problems of Living",1727 Amsterdam Avenue,New York,NY,10031,"1727 Amsterdam Avenue,1st floor in the rear,145th St. 10031",40.8255289,-73.9471616,100,08,"Sugar Hill","undefined",Fridays,5:30 PM,6:30 PM,B,undefined
"1854 Amsterdam Avenue",1854 Amsterdam Avenue,New York,NY,10031,"1854 Amsterdam Avenue,Basment,Corner of 152nd Street,NY 10031",40.8295902,-73.9446541,100,08,"Tuesday Big Book Study","undefined",Tuesdays,6:00 PM,7:00 PM,BB,undefined
"Metropolitan AME Church",58 66 West 135th Street,New York,NY,10037,"58 66 West 135th Street,Betw Malcolm X Boulevard & 5th Avenue,NY 10037",40.8136193269582,-73.9399368110258,100,08,"You May Care After","undefined",Tuesdays,6:30 PM,7:30 PM,S,undefined
"Columbia Presbyterian Hospital",701 West 168th Street,New York,NY,10032,"701 West 168th Street,Fort Washington Avenue,Hammer Health & Science Library NY 10032",40.8424566,-73.9424508,100,10,"A New Way Of Living","undefined",Thursdays,12:00 PM,1:00 PM,S,undefined
"Columbia Presbyterian Hospital",701 West 168th Street,New York,NY,10032,"701 West 168th Street,Fort Washington Avenue,Hammer Health & Science Library NY 10032",40.8424566,-73.9424508,100,10,"A New Way Of Living","undefined",Fridays,12:00 PM,1:00 PM,C,undefined
"Columbia Presbyterian Hospital",701 West 168th Street,New York,NY,10032,"701 West 168th Street,Fort Washington Avenue,Hammer Health & Science Library NY 10032",40.8424566,-73.9424508,100,10,"A New Way Of Living","undefined",Mondays,12:00 PM,1:00 PM,BB,undefined
"Columbia Presbyterian Hospital",701 West 168th Street,New York,NY,10032,"701 West 168th Street,Fort Washington Avenue,Hammer Health & Science Library NY 10032",40.8424566,-73.9424508,100,10,"A New Way Of Living","undefined",Tuesdays,12:00 PM,1:00 PM,B,undefined
"Columbia Presbyterian Hospital",701 West 168th Street,New York,NY,10032,"701 West 168th Street,Fort Washington Avenue,Hammer Health & Science Library NY 10032",40.8424566,-73.9424508,100,10,"A New Way Of Living","undefined",Wednesdays,12:00 PM,1:00 PM,C,undefined
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,98.9349112426035,10,"Bridge To Sobriety (:I)","undefined",Mondays,10:00 AM,11:00 AM,OD,undefined
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,98.9349112426035,10,"Bridge To Sobriety (:I)","undefined",Tuesdays,10:00 AM,11:00 AM,B,undefined
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,98.9349112426035,10,"Bridge To Sobriety (:I)","undefined",Wednesdays,10:00 AM,11:00 AM,BB,undefined
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,98.9349112426035,10,"Bridge To Sobriety (:I)","undefined",Thursdays,10:00 AM,11:00 AM,S,undefined
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,98.9349112426035,10,"Bridge To Sobriety (:I)","undefined",Fridays,10:00 AM,11:00 AM,OD,undefined
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,98.9349112426035,10,"Bridge To Sobriety (:Ii)","undefined",Sundays,10:00 AM,11:00 AM,S,undefined
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,98.9349112426035,10,"Washington Heights                  (:I)","undefined",Tuesdays,7:30 PM,8:30 PM,O,undefined
"St. Jude's School",431 West 204th Street,New York,NY,10034,"431 West 204th Street,Basement,Off of 10th Avenue,NY 10034",40.8620966104922,-73.9190004613749,100,10,"Dyckman","undefined",Sundays,12:00 PM,1:00 PM,O,undefined
"St. Jude's School",431 West 204th Street,New York,NY,10034,"431 West 204th Street,Basement,Off of 10th Avenue,NY 10034",40.8620966104922,-73.9190004613749,100,10,"Dyckman","undefined",Wednesdays,7:00 PM,8:00 PM,S,undefined
"Church of the Intercession",550 West 155th Street,New York,NY,10032,"550 West 155th Street,2nd Floor Guild Room,Betw Amsterdam Avenue & Bway,NY 10032",40.8321897,-73.945059,100,10,"Found-a-way","undefined",Saturdays,12:30 PM,2:00 PM,C,undefined
"Casita Esperanza",557 West 156th Street,New York,NY,10032,"557 West 156th Street,NY 10032",40.8333254,-73.9446563,100,10,"Grupo Despertar","undefined",Wednesdays,8:00 PM,10:00 PM,C,undefined
"Casita Esperanza",557 West 156th Street,New York,NY,10032,"557 West 156th Street,NY 10032",40.8333254,-73.9446563,100,10,"Grupo Despertar","undefined",Fridays,8:00 PM,10:00 PM,OD,undefined
"35 Thayer Street",35 Thayer Street,New York,NY,10040,"35 Thayer Street,Basement,200th Street,behind Dyckman Avenue,NY 10040",40.8626147,-73.9263819,100,10,"Grupo La Flama Panamericana","undefined",Sundays,5:00 PM,7:00 PM,O,undefined
"35 Thayer Street",35 Thayer Street,New York,NY,10040,"35 Thayer Street,Basement,200th Street,behind Dyckman Avenue,NY 10040",40.8626147,-73.9263819,100,10,"Grupo La Flama Panamericana","undefined",Tuesdays,8:00 PM,10:00 PM,O,undefined
"35 Thayer Street",35 Thayer Street,New York,NY,10040,"35 Thayer Street,Basement,200th Street,behind Dyckman Avenue,NY 10040",40.8626147,-73.9263819,100,10,"Grupo La Flama Panamericana","undefined",Thursdays,8:00 PM,10:00 PM,O,undefined
"35 Thayer Street",35 Thayer Street,New York,NY,10040,"35 Thayer Street,Basement,200th Street,behind Dyckman Avenue,NY 10040",40.8626147,-73.9263819,100,10,"Grupo La Flama Panamericana","undefined",Saturdays,8:00 PM,10:00 PM,O,undefined
"Episcopal Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,1st Floor,NY 10033",40.8492702,-73.9382266,100,10,"Grupo Libertad","undefined",Tuesdays,7:30 PM,8:30 PM,BB,undefined
"Episcopal Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,1st Floor,NY 10033",40.8492702,-73.9382266,100,10,"Grupo Libertad","undefined",Thursdays,7:30 PM,8:30 PM,BB,undefined
"Episcopal Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,1st Floor,NY 10033",40.8492702,-73.9382266,100,10,"Grupo Libertad","undefined",Thursdays,9:30 PM,10:30 AM,C,undefined
"Episcopal Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,1st Floor,NY 10033",40.8492702,-73.9382266,100,10,"Grupo Libertad","undefined",Tuesdays,9:30 PM,10:30 PM,C,undefined
"Church Santa Rosa de Lima",502 West165th Street,New York,NY,10032,"502 West165th Street,Basement,Betw. St. Nicholas & Amsterdam Avenues,NY 10032",40.83668,-73.939944,60,10,"Grupo Recuperacion","undefined",Sundays,2:30 PM,3:30 PM,O,undefined
"Church Santa Rosa de Lima",502 West165th Street,New York,NY,10032,"502 West165th Street,Basement,Betw. St. Nicholas & Amsterdam Avenues,NY 10032",40.83668,-73.939944,60,10,"Grupo Recuperacion","undefined",Tuesdays,8:00 PM,9:00 PM,C,undefined
"Church Santa Rosa de Lima",502 West165th Street,New York,NY,10032,"502 West165th Street,Basement,Betw. St. Nicholas & Amsterdam Avenues,NY 10032",40.83668,-73.939944,60,10,"Grupo Recuperacion","undefined",Thursdays,8:00 PM,9:00 PM,O,undefined
"Our Lady Queen of Martyrs",91 Arden Street,New York,NY,10034,"91 Arden Street,2 blocks South of Dyckman Street,Betw. Broadway & Sherman Avenue,NY 10034",40.8639073,-73.9282532,98.9349112426035,10,"Grupo Un Nuevo Amanecer","undefined",Mondays,8:00 PM,9:00 PM,C,undefined
"Our Lady Queen of Martyrs",91 Arden Street,New York,NY,10034,"91 Arden Street,2 blocks South of Dyckman Street,Betw. Broadway & Sherman Avenue,NY 10034",40.8639073,-73.9282532,98.9349112426035,10,"Grupo Un Nuevo Amanecer","undefined",Fridays,8:00 PM,9:00 PM,OD,undefined
"Our Lady Queen of Martyrs",91 Arden Street,New York,NY,10034,"91 Arden Street,2 blocks South of Dyckman Street,Betw. Broadway & Sherman Avenue,NY 10034",40.8639073,-73.9282532,98.9349112426035,10,"Upper Manhattan","undefined",Thursdays,7:30 PM,8:30 PM,OD,undefined
"Holy Trinity Episcopal Church",20 Cumming Street,New York,NY,10034,"20 Cumming Street,Seaman Ave. 10034",40.8664723,-73.9264521,100,10,"Happy Destiny","undefined",Sundays,7:30 PM,8:30 PM,C,undefined
"Holy Trinity Episcopal Church",20 Cumming Street,New York,NY,10034,"20 Cumming Street,Seaman Ave. 10034",40.8664723,-73.9264521,100,10,"Happy Destiny","undefined",Wednesdays,7:30 PM,8:30 PM,B,undefined
"Mount Washington Presbyterian Church",84 Vermilyea Avenue,New York,NY,10034,"84 Vermilyea Avenue,204th Street,1 Block East of Broadway,NY 10034",40.86596,-73.9231447,100,10,"Inwood Fort Tryon","undefined",Saturdays,11:00 AM,12:00 PM,B,undefined
"Mount Washington Presbyterian Church",84 Vermilyea Avenue,New York,NY,10034,"84 Vermilyea Avenue,204th Street,1 Block East of Broadway,NY 10034",40.86596,-73.9231447,100,10,"Inwood Fort Tryon","undefined",Saturdays,11:00 AM,12:00 PM,C,undefined
"Mount Washington Presbyterian Church",84 Vermilyea Avenue,New York,NY,10034,"84 Vermilyea Avenue,204th Street,1 Block East of Broadway,NY 10034",40.86596,-73.9231447,100,10,"Inwood Fort Tryon","undefined",Tuesdays,12:30 PM,1:30 PM,C,undefined
"Church of the Good Shepherd",620 Isham Street,New York,NY,10034,"620 Isham Street,Betw Cooper Street & Seaman Avenue,NY 10034",40.8692449,-73.9206611,100,10,"Isham Park","undefined",Mondays,8:00 PM,9:00 PM,C,undefined
"Church of the Good Shepherd",620 Isham Street,New York,NY,10034,"620 Isham Street,Betw Cooper Street & Seaman Avenue,NY 10034",40.8692449,-73.9206611,100,10,"Saturday East","undefined",Saturdays,4:00 PM,5:00 PM,C,undefined
"COATHA Church on the Hill Senior Center",2005 Amsterdam Avenue,New York,NY,10032,"2005 Amsterdam Avenue,159th Street 10032",40.8342553,-73.9407968,100,10,"Progress Not Perfection","undefined",Fridays,7:30 PM,8:30 PM,OD,undefined
"Our Saviour's Atonement Lutheran Church",178 Bennett Avenue,New York,NY,10040,"178 Bennett Avenue,2nd Floor,Lorenz Library,189th Street,10040",40.8560069,-73.9342762,100,10,"The Men Upstairs","undefined",Mondays,8:00 PM,9:00 PM,C,undefined
"Our Saviour's Atonement Church",178 Bennett Avenue,New York,NY,10040,"178 Bennett Avenue,2nd Floor,189th Street,South Entrance NY 10040",40.8560069,-73.9342762,100,10,"The Missing Link","undefined",Fridays,7:00 PM,8:00 PM,BB,undefined
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,95.3254437869822,10,"Uptown Saturday Night","undefined",Saturdays,7:00 PM,8:00 PM,C,undefined
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,95.3254437869822,10,"Trinity","undefined",Fridays,7:00 PM,8:00 PM,S,undefined
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,95.3254437869822,10,"Trinity","undefined",Tuesdays,7:15 PM,8:15 PM,B,undefined
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,95.3254437869822,10,"Trinity","undefined",Fridays,8:30 PM,9:30 PM,B,undefined
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,95.3254437869822,10,"Trinity","undefined",Tuesdays,8:30 PM,9:30 PM,C,undefined
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,95.3254437869822,10,"Women West Aa","undefined",Fridays,7:00 PM,8:00 PM,C,undefined
"Cornerstone Center",189th Street & Bennett Avenue,New York,NY,10040,"189th Street & Bennett Avenue,Kitchen,North Building,NY 10040",40.8560069,-73.9342762,100,10,"Washington Heights                 (:Ii)","undefined",Thursdays,7:30 PM,8:30 PM,C,undefined
"Cornerstone Center",189th Street & Bennett Avenue,New York,NY,10040,"189th Street & Bennett Avenue,Kitchen,North Building,NY 10040",40.8560069,-73.9342762,100,10,"Women's Nite","undefined",Mondays,7:30 PM,8:30 PM,BB,undefined
"The Corner Stone Center",178 Bennett Avenue,New York,NY,10040,"178 Bennett Avenue,2nd Floor,189th Street,10040",40.8560069,-73.9342762,100,10,"What We Are Like Now","undefined",Sundays,6:00 PM,7:00 PM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Aa Literature","undefined",Sundays,6:15 PM,7:15 PM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Sundays,12:45 PM,1:45 PM,S,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Sundays,6:15 PM,7:15 PM,B,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Sundays,6:15 PM,7:15 PM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Mondays,6:15 PM,7:15 PM,B,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Tuesdays,6:15 PM,7:15 PM,B,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Tuesdays,6:15 PM,7:15 PM,S,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Wednesdays,6:15 PM,7:15 PM,BB,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Wednesdays,6:15 PM,7:15 PM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Thursdays,6:15 PM,7:15 PM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Fridays,6:15 PM,7:15 PM,B,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Courage To Change","undefined",Fridays,7:30 PM,8:30 PM,OD,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Grupo Brasil","undefined",Wednesdays,8:00 PM,9:00 PM,S,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Grupo Brasil","undefined",Fridays,8:00 PM,9:00 PM,OD,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Tuesdays,6:15 AM,7:15 AM,BB,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Thursdays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Wednesdays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Thursdays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Wednesdays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Tuesdays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Mondays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Tuesdays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Sundays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Mondays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Fridays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Thursdays,7:30 AM,8:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Saturdays,8:00 AM,9:00 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Saturdays,8:00 AM,9:00 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Thursdays,8:00 AM,9:00 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Sundays,8:15 AM,9:15 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Thursdays,9:30 AM,10:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Wednesdays,9:30 AM,10:30 AM,C,undefined
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Mustard Seed","undefined",Tuesdays,9:30 AM,10:30 AM,C,undefined
